  9877.019, 60500.000,  -179.252,     0.182
  9797.516, 60500.000,  -179.252,     0.410
  9718.012, 60500.000,  -179.252,     0.430
  9638.509, 60500.000,  -179.252,     0.435
  9559.006, 60500.000,  -179.252,     0.443
  9479.503, 60500.000,  -179.252,     0.447
  9400.000, 60500.000,  -179.252,     0.443
 11069.565, 60500.000,  -182.143,     0.365
 10990.062, 60500.000,  -182.143,     0.520
 10910.559, 60500.000,  -182.143,     0.503
 10831.056, 60500.000,  -182.143,     0.395
 10751.553, 60500.000,  -182.143,     0.369
 10672.050, 60500.000,  -182.143,     0.369
 10592.547, 60500.000,  -182.143,     0.369
 10513.043, 60500.000,  -182.143,     0.385
 10433.540, 60500.000,  -182.143,     0.386
 10354.037, 60500.000,  -182.143,     0.397
 10274.534, 60500.000,  -182.143,     0.463
 10195.031, 60500.000,  -182.143,     0.502
 10115.528, 60500.000,  -182.143,     0.522
 10036.025, 60500.000,  -182.143,     0.522
  9956.522, 60500.000,  -182.143,     0.455
  9877.019, 60500.000,  -182.143,     0.574
  9797.516, 60500.000,  -182.143,     0.758
  9718.012, 60500.000,  -182.143,     0.816
  9638.509, 60500.000,  -182.143,     0.827
  9559.006, 60500.000,  -182.143,     0.835
  9479.503, 60500.000,  -182.143,     0.839
  9400.000, 60500.000,  -182.143,     0.824
 11785.093, 60500.000,  -185.034,     0.098
 11705.590, 60500.000,  -185.034,     0.366
 11626.087, 60500.000,  -185.034,     0.313
 11546.584, 60500.000,  -185.034,     0.261
 11467.081, 60500.000,  -185.034,     0.229
 11387.578, 60500.000,  -185.034,     0.243
 11308.075, 60500.000,  -185.034,     0.264
 11228.571, 60500.000,  -185.034,     0.300
 11149.068, 60500.000,  -185.034,     0.339
 11069.565, 60500.000,  -185.034,     0.676
 10990.062, 60500.000,  -185.034,     0.853
 10910.559, 60500.000,  -185.034,     0.893
 10831.056, 60500.000,  -185.034,     0.827
 10751.553, 60500.000,  -185.034,     0.801
 10672.050, 60500.000,  -185.034,     0.779
 10592.547, 60500.000,  -185.034,     0.758
 10513.043, 60500.000,  -185.034,     0.794
 10433.540, 60500.000,  -185.034,     0.801
 10354.037, 60500.000,  -185.034,     0.810
 10274.534, 60500.000,  -185.034,     0.884
 10195.031, 60500.000,  -185.034,     0.946
 10115.528, 60500.000,  -185.034,     0.962
 10036.025, 60500.000,  -185.034,     0.918
  9956.522, 60500.000,  -185.034,     0.790
  9877.019, 60500.000,  -185.034,     0.734
  9797.516, 60500.000,  -185.034,     0.745
  9718.012, 60500.000,  -185.034,     0.824
  9638.509, 60500.000,  -185.034,     0.839
  9559.006, 60500.000,  -185.034,     0.835
  9479.503, 60500.000,  -185.034,     0.824
  9400.000, 60500.000,  -185.034,     0.808
 13136.646, 60500.000,  -187.925,     0.027
 13057.143, 60500.000,  -187.925,     0.278
 12977.640, 60500.000,  -187.925,     0.388
 12898.137, 60500.000,  -187.925,     0.430
 12818.634, 60500.000,  -187.925,     0.439
 12739.130, 60500.000,  -187.925,     0.439
 12659.627, 60500.000,  -187.925,     0.397
 12580.124, 60500.000,  -187.925,     0.338
 12500.621, 60500.000,  -187.925,     0.385
 12421.118, 60500.000,  -187.925,     0.433
 12341.615, 60500.000,  -187.925,     0.450
 12262.112, 60500.000,  -187.925,     0.407
 12182.609, 60500.000,  -187.925,     0.376
 12103.106, 60500.000,  -187.925,     0.382
 12023.602, 60500.000,  -187.925,     0.414
 11944.099, 60500.000,  -187.925,     0.432
 11864.596, 60500.000,  -187.925,     0.451
 11785.093, 60500.000,  -187.925,     0.528
 11705.590, 60500.000,  -187.925,     0.708
 11626.087, 60500.000,  -187.925,     0.592
 11546.584, 60500.000,  -187.925,     0.493
 11467.081, 60500.000,  -187.925,     0.432
 11387.578, 60500.000,  -187.925,     0.448
 11308.075, 60500.000,  -187.925,     0.479
 11228.571, 60500.000,  -187.925,     0.517
 11149.068, 60500.000,  -187.925,     0.555
 11069.565, 60500.000,  -187.925,     0.602
 10990.062, 60500.000,  -187.925,     0.693
 10910.559, 60500.000,  -187.925,     0.805
 10831.056, 60500.000,  -187.925,     0.891
 10751.553, 60500.000,  -187.925,     0.920
 10672.050, 60500.000,  -187.925,     0.914
 10592.547, 60500.000,  -187.925,     0.872
 10513.043, 60500.000,  -187.925,     0.921
 10433.540, 60500.000,  -187.925,     0.934
 10354.037, 60500.000,  -187.925,     0.928
 10274.534, 60500.000,  -187.925,     0.944
 10195.031, 60500.000,  -187.925,     0.946
 10115.528, 60500.000,  -187.925,     0.901
 10036.025, 60500.000,  -187.925,     0.803
  9956.522, 60500.000,  -187.925,     0.688
  9877.019, 60500.000,  -187.925,     0.680
  9797.516, 60500.000,  -187.925,     0.740
  9718.012, 60500.000,  -187.925,     0.825
  9638.509, 60500.000,  -187.925,     0.847
  9559.006, 60500.000,  -187.925,     0.834
  9479.503, 60500.000,  -187.925,     0.802
  9400.000, 60500.000,  -187.925,     0.791
 13772.671, 60500.000,  -190.816,     0.144
 13693.168, 60500.000,  -190.816,     0.411
 13613.665, 60500.000,  -190.816,     0.377
