#X,Y,Z,attr 
 50821.118, 60500.000,  -526.190,     0.859
 50662.112, 60500.000,  -491.497,     0.863
 53842.236, 60500.000,  -615.816,     0.290
 51298.137, 60500.000,  -560.884,     0.699
 55034.783, 60500.000,  -615.816,     0.524
 39849.689, 60500.000,  -517.517,     0.725
 52490.683, 60500.000,  -546.429,     0.473
 34125.466, 60500.000,  -419.218,     0.942
 59645.963, 60500.000,  -595.578,     0.751
 29673.292, 60500.000,  -540.646,     0.607
 15124.224, 60500.000,  -436.565,     0.569
 46130.435, 60500.000,  -482.823,     0.414
 56227.329, 60500.000,  -439.456,     0.776
 45414.907, 60500.000,  -474.150,     0.717
 29832.298, 60500.000,  -361.395,     0.832
 49310.559, 60500.000,  -612.925,     0.588
 40247.205, 60500.000,  -488.605,     0.782
 55352.795, 60500.000,  -537.755,     0.835
 43983.851, 60500.000,  -595.578,     0.747
 42155.280, 60500.000,  -531.973,     0.432
 22200.000, 60500.000,  -494.388,     0.831
 53842.236, 60500.000,  -555.102,     0.578
 24028.571, 60500.000,  -468.367,     0.889
 58612.422, 60500.000,  -474.150,     0.902
 24664.596, 60500.000,  -459.694,     0.886
 28480.745, 60500.000,  -471.259,     0.441
 42711.801, 60500.000,  -531.973,     0.444
 20132.919, 60500.000,  -364.286,     0.926
 21166.460, 60500.000,  -436.565,     0.678
 51059.627, 60500.000,  -505.952,     0.836
 51059.627, 60500.000,  -430.782,     0.382
 15203.727, 60500.000,  -344.048,     0.665
 27129.193, 60500.000,  -419.218,     0.726
 44222.360, 60500.000,  -543.537,     0.683
 42632.298, 60500.000,  -534.864,     0.465
 15839.752, 60500.000,  -456.803,     0.863
 59566.460, 60500.000,  -427.891,     0.526
 53206.211, 60500.000,  -456.803,     0.957
 12182.609, 60500.000,  -404.762,     0.980
 37703.106, 60500.000,  -526.190,     0.638
 53762.733, 60500.000,  -488.605,     0.738
 16316.770, 60500.000,  -479.932,     0.937
 45653.416, 60500.000,  -393.197,     0.522
 52808.696, 60500.000,  -419.218,     0.459
 30388.820, 60500.000,  -485.714,     0.749
 39690.683, 60500.000,  -462.585,     0.583
 44063.354, 60500.000,  -563.776,     0.867
 50821.118, 60500.000,  -448.129,     0.960
 59009.938, 60500.000,  -488.605,     0.898
 32535.404, 60500.000,  -517.517,     0.399
 13613.665, 60500.000,  -462.585,     0.789
 38180.124, 60500.000,  -471.259,     0.558
 34363.975, 60500.000,  -413.435,     0.957
 16316.770, 60500.000,  -468.367,     0.855
 58294.410, 60500.000,  -410.544,     0.684
 20609.938, 60500.000,  -488.605,     0.979
 35954.037, 60500.000,  -390.306,     0.830
 32455.901, 60500.000,  -413.435,     0.824
 49628.571, 60500.000,  -589.796,     0.879
 11387.578, 60500.000,  -430.782,     0.602
 23392.547, 60500.000,  -531.973,     0.945
 22359.006, 60500.000,  -523.299,     0.739
 59009.938, 60500.000,  -589.796,     0.674
 46209.938, 60500.000,  -401.871,     0.646
 53444.720, 60500.000,  -549.320,     0.662
 24187.578, 60500.000,  -344.048,     0.478
 44778.882, 60500.000,  -451.020,     0.462
 31263.354, 60500.000,  -534.864,     0.512
 20291.925, 60500.000,  -433.673,     0.898
 11626.087, 60500.000,  -422.109,     0.828
  9559.006, 60500.000,  -381.633,     0.847
 41439.752, 60500.000,  -543.537,     0.672
 60520.497, 60500.000,  -477.041,     0.614
 36431.056, 60500.000,  -442.347,     0.614
 13852.174, 60500.000,  -393.197,     0.552
 14885.714, 60500.000,  -497.279,     0.918
 16078.261, 60500.000,  -401.871,     0.722
 23631.056, 60500.000,  -523.299,     0.739
 30229.814, 60500.000,  -494.388,     0.750
 51218.634, 60500.000,  -578.231,     0.843
 28639.752, 60500.000,  -361.395,     0.592
 58453.416, 60500.000,  -636.054,     0.246
 51139.130, 60500.000,  -407.653,     0.668
 36987.578, 60500.000,  -549.320,     0.473
 46050.932, 60500.000,  -422.109,     0.926
 26731.677, 60500.000,  -543.537,     0.805
 11149.068, 60500.000,  -375.850,     0.918
 19019.876, 60500.000,  -511.735,     0.888
 27765.217, 60500.000,  -543.537,     0.902
 44937.888, 60500.000,  -422.109,     0.937
 52649.689, 60500.000,  -459.694,     0.724
 21722.981, 60500.000,  -451.020,     0.554
 40167.702, 60500.000,  -468.367,     0.668
 46527.950, 60500.000,  -485.714,     0.489
 47322.981, 60500.000,  -514.626,     0.633
 50741.615, 60500.000,  -505.952,     0.909
 34761.491, 60500.000,  -416.327,     0.925
 48833.540, 60500.000,  -497.279,     0.906
 21961.491, 60500.000,  -523.299,     0.882
 13136.646, 60500.000,  -462.585,     0.770
 35159.006, 60500.000,  -511.735,     0.786
 16475.776, 60500.000,  -511.735,     0.532
 24744.099, 60500.000,  -346.939,     0.853
 18383.851, 60500.000,  -508.844,     0.856
 42711.801, 60500.000,  -398.980,     0.707
 34681.988, 60500.000,  -445.238,     0.957
 47959.006, 60500.000,  -453.912,     0.492
 17827.329, 60500.000,  -335.374,     0.379
 31263.354, 60500.000,  -448.129,     0.714
 41757.764, 60500.000,  -462.585,     0.752
 38657.143, 60500.000,  -485.714,     0.926
 44699.379, 60500.000,  -401.871,     0.884
 18463.354, 60500.000,  -500.170,     0.975
 46527.950, 60500.000,  -387.415,     0.790
 42870.807, 60500.000,  -557.993,     0.676
 15521.739, 60500.000,  -416.327,     0.954
 37146.584, 60500.000,  -557.993,     0.686
 52729.193, 60500.000,  -508.844,     0.904
 30547.826, 60500.000,  -367.177,     0.748
 40326.708, 60500.000,  -555.102,     0.922
 22518.012, 60500.000,  -413.435,     0.867
 41598.758, 60500.000,  -543.537,     0.862
 48595.031, 60500.000,  -584.014,     0.444
 43904.348, 60500.000,  -393.197,     0.553
 22677.019, 60500.000,  -491.497,     0.965
 40644.720, 60500.000,  -404.762,     0.964
 44699.379, 60500.000,  -453.912,     0.514
 46289.441, 60500.000,  -543.537,     0.528
 58532.919, 60500.000,  -546.429,     0.882
 26731.677, 60500.000,  -370.068,     0.540
 55591.304, 60500.000,  -425.000,     0.883
 60600.000, 60500.000,  -569.558,     0.934
 13136.646, 60500.000,  -367.177,     0.478
 14249.689, 60500.000,  -367.177,     0.412
 31660.870, 60500.000,  -503.061,     0.906
 46766.460, 60500.000,  -459.694,     0.668
 55034.783, 60500.000,  -497.279,     0.411
 28480.745, 60500.000,  -398.980,     0.969
 18542.857, 60500.000,  -352.721,     0.575
 48674.534, 60500.000,  -557.993,     0.401
 24505.590, 60500.000,  -537.755,     0.792
 60440.994, 60500.000,  -667.857,     0.090
 59963.975, 60500.000,  -624.490,     0.652
 53762.733, 60500.000,  -494.388,     0.859
 49151.553, 60500.000,  -546.429,     0.842
 38736.646, 60500.000,  -581.122,     0.326
 14567.702, 60500.000,  -387.415,     0.940
 51059.627, 60500.000,  -581.122,     0.718
