X,Y,Z,dip,azimuth,polarity,formation
35222.22222222222,67840.27777777778,-34.78472222222222,0.018867932625472535,175.70660632984274,1.0,SeaFloor
35222.22222222222,67840.27777777778,-153.89999999999998,0.12906799020051746,195.68578794784997,1.0,m1
35222.22222222222,67840.27777777778,-335.1402777777778,0.37835509931074013,210.40595798581035,1.0,m4_1
35222.22222222222,67840.27777777778,-401.61805555555554,0.43857599501879846,200.08835123975172,1.0,m5
35222.22222222222,67840.27777777778,-509.49305555555554,0.5205477188219866,204.38425046320836,1.0,m5_4
35222.22222222222,67840.27777777778,-624.3736111111111,0.5878017039244561,211.13375109487595,1.0,m5_8
35222.22222222222,67840.27777777778,-657.2291666666666,0.5575573212635445,211.63516155438433,1.0,m6
35222.22222222222,67840.27777777778,-793.2569444444445,0.6541289294153629,201.89211353030794,1.0,o1
