#X,Y,Z,attr 
 46209.938, 60500.000,  -621.599,     0.949
 42870.807, 60500.000,  -659.184,     0.585
 25539.130, 60500.000,  -557.993,     0.661
 16396.273, 60500.000,  -557.993,     0.124
 44540.373, 60500.000,  -627.381,     0.863
 32694.410, 60500.000,  -560.884,     0.890
 10910.559, 60500.000,  -514.626,     0.971
 43029.814, 60500.000,  -644.728,     0.683
 59645.963, 60500.000,  -682.313,     0.509
 58214.907, 60500.000,  -673.639,     0.607
 20768.944, 60500.000,  -534.864,     0.585
 16157.764, 60500.000,  -529.082,     0.824
 41916.770, 60500.000,  -650.510,     0.411
 29673.292, 60500.000,  -560.884,     0.976
 12977.640, 60500.000,  -503.061,     0.503
 29752.795, 60500.000,  -575.340,     0.875
 45096.894, 60500.000,  -610.034,     0.961
 60281.988, 60500.000,  -688.095,     0.637
 51218.634, 60500.000,  -644.728,     0.957
 40008.696, 60500.000,  -601.361,     0.876
 10115.528, 60500.000,  -514.626,     0.902
 37862.112, 60500.000,  -578.231,     0.110
 41519.255, 60500.000,  -638.946,     0.848
 57896.894, 60500.000,  -676.531,     0.723
 12341.615, 60500.000,  -500.170,     0.623
 52888.199, 60500.000,  -664.966,     0.851
 48118.012, 60500.000,  -630.272,     0.941
 33409.938, 60500.000,  -569.558,     0.929
 54319.255, 60500.000,  -641.837,     0.937
 53683.230, 60500.000,  -647.619,     0.471
 41439.752, 60500.000,  -612.925,     0.953
 11546.584, 60500.000,  -537.755,     0.589
 30309.317, 60500.000,  -572.449,     0.664
 50423.602, 60500.000,  -659.184,     0.889
 13057.143, 60500.000,  -494.388,     0.857
 28003.727, 60500.000,  -563.776,     0.874
 52729.193, 60500.000,  -673.639,     0.860
 42473.292, 60500.000,  -650.510,     0.521
 14965.217, 60500.000,  -529.082,     0.780
 41757.764, 60500.000,  -644.728,     0.590
 45891.925, 60500.000,  -624.490,     0.839
 30627.329, 60500.000,  -566.667,     0.933
 17350.311, 60500.000,  -552.211,     0.699
 30865.839, 60500.000,  -555.102,     0.078
 36987.578, 60500.000,  -638.946,     0.574
 47800.000, 60500.000,  -673.639,     0.371
 41916.770, 60500.000,  -636.054,     0.890
 28321.739, 60500.000,  -569.558,     0.674
 48992.547, 60500.000,  -659.184,     0.986
 47243.478, 60500.000,  -659.184,     0.922
