#X,Y,Z,attr 
 46448.447, 60500.000,   -28.912,     0.267
 32535.404, 60500.000,   -37.585,     0.922
 54239.752, 60500.000,  -112.755,     0.961
 16873.292, 60500.000,  -118.537,     0.680
 49151.553, 60500.000,   -92.517,     0.720
 23710.559, 60500.000,   -86.735,     0.706
 58373.913, 60500.000,   -89.626,     0.645
 57976.398, 60500.000,   -69.388,     0.688
 42711.801, 60500.000,   -92.517,     0.723
 59645.963, 60500.000,   -75.170,     0.753
 46289.441, 60500.000,   -40.476,     0.890
 25459.627, 60500.000,   -72.279,     0.819
 48992.547, 60500.000,   -52.041,     0.963
 58214.907, 60500.000,   -49.150,     0.933
 48992.547, 60500.000,   -89.626,     0.609
 33886.957, 60500.000,  -127.211,     0.315
 52888.199, 60500.000,   -43.367,     0.941
 16873.292, 60500.000,   -72.279,     0.882
 22756.522, 60500.000,  -124.320,     0.659
 47004.969, 60500.000,  -109.864,     0.958
 34920.497, 60500.000,   -46.259,     0.993
 14567.702, 60500.000,   -60.714,     0.882
 52252.174, 60500.000,   -34.694,     0.902
 34840.994, 60500.000,   -54.932,     0.991
 34522.981, 60500.000,  -101.190,     0.545
 33250.932, 60500.000,   -75.170,     0.667
 50503.106, 60500.000,  -101.190,     0.967
 50980.124, 60500.000,   -95.408,     0.886
 53683.230, 60500.000,   -34.694,     0.898
 33648.447, 60500.000,   -52.041,     0.969
 19258.385, 60500.000,  -101.190,     0.810
 21722.981, 60500.000,  -106.973,     0.778
 48674.534, 60500.000,   -75.170,     0.521
 31581.366, 60500.000,  -101.190,     0.612
 25459.627, 60500.000,   -75.170,     0.754
 23869.565, 60500.000,   -72.279,     0.789
 14806.211, 60500.000,   -54.932,     0.875
 30945.342, 60500.000,   -69.388,     0.882
 58850.932, 60500.000,   -83.844,     0.666
 29832.298, 60500.000,  -101.190,     0.642
 16634.783, 60500.000,  -106.973,     0.769
 22915.528, 60500.000,  -130.102,     0.336
 52490.683, 60500.000,  -109.864,     0.610
 45573.913, 60500.000,   -75.170,     0.602
 28639.752, 60500.000,   -40.476,     0.945
 57578.882, 60500.000,  -106.973,     0.774
 51298.137, 60500.000,   -72.279,     0.519
 16714.286, 60500.000,   -34.694,     0.282
 25539.130, 60500.000,   -52.041,     0.991
 14965.217, 60500.000,  -109.864,     0.750
 41996.273, 60500.000,   -75.170,     0.637
 50741.615, 60500.000,   -28.912,     0.271
 39213.665, 60500.000,  -118.537,     0.525
 49072.050, 60500.000,   -40.476,     0.976
 26572.671, 60500.000,  -115.646,     0.804
 26254.658, 60500.000,   -63.605,     0.933
 53842.236, 60500.000,   -57.823,     0.910
 27049.689, 60500.000,   -49.150,     0.975
 20053.416, 60500.000,   -37.585,     0.929
 14329.193, 60500.000,   -46.259,     0.918
 24982.609, 60500.000,  -115.646,     0.701
 18940.373, 60500.000,  -132.993,     0.527
 55352.795, 60500.000,   -83.844,     0.779
 41439.752, 60500.000,   -31.803,     0.871
 25777.640, 60500.000,   -52.041,     0.987
 36192.547, 60500.000,   -60.714,     0.949
 51139.130, 60500.000,   -52.041,     0.910
 45494.410, 60500.000,  -112.755,     0.895
 53524.224, 60500.000,   -75.170,     0.624
 30388.820, 60500.000,   -66.497,     0.922
 55591.304, 60500.000,   -98.299,     0.631
 16555.280, 60500.000,   -66.497,     0.859
 10036.025, 60500.000,  -109.864,     0.827
 39134.161, 60500.000,   -86.735,     0.557
 14488.199, 60500.000,   -80.952,     0.797
