X,Y,Z,Porosity,Attr,AI,Sequence,Well
40800,57800,-374.54,39.0,0.813697254302965,,m54,m28
40800,57800,-379.7,42.3,0.8592064045422041,3385040.9999999995,m54,m28
40800,57800,-381.74,43.7,0.8345266623167931,3214836.0,m54,m28
40800,57800,-383.08,45.8,0.8084045155985821,,m54,m28
40800,57800,-385.74,43.4,0.7421154874492484,3255126.0,m54,m28
40800,57800,-387.24,50.4,0.69444264844487,3410472.0,m54,m28
40800,57800,-388.54,42.6,0.6631898660615808,,m54,m28
40800,57800,-390.16,47.1,0.6350815827053767,3562416.0,m54,m28
40800,57800,-391.22,45.8,0.629707794621781,3464892.0,m54,m28
40800,57800,-394.87,40.5,0.6864604931407953,3191370.0,m54,m28
40800,57800,-397.59,39.5,0.764607585387269,,m54,m28
40800,57800,-398.15,35.9,0.7809395641908017,,m54,m28
40800,57800,-398.92,42.5,0.8033960350456602,,m54,m28
40800,57800,-400.17,36.7,0.8153497803578222,,m54,m28
40800,57800,-402.41,36.6,0.8116328231389588,,m54,m28
40800,57800,-406.83,35.1,0.7738764464147958,3344772.0,m54,m28
40800,57800,-412.82,42.1,0.8515073518953642,3264420.0,m54,m28
40800,57800,-414.32,42.1,0.8620820971851816,3192610.0,m54,m28
40800,57800,-416.67,40.6,0.8643598152586157,,m54,m28
40800,57800,-418.17,41.7,0.8655400771081887,2954654.0,m54,m28
40800,57800,-420.31,47.3,0.8658275358495326,3475600.0,m54,m28
40800,57800,-421.8,46.0,0.8644812598970086,3514685.9999999995,m54,m28
40800,57800,-422.75,43.7,0.8622637302460147,,m54,m28
40800,57800,-424.24,44.8,0.8557193313756881,3126825.0,m54,m28
40800,57800,-426.39,56.4,0.84972966115067,3108651.0,m54,m28
40800,57800,-427.27,46.8,0.8485001245429089,3097833.0,m54,m28
40800,57800,-428.58,47.2,0.8501114753834385,,m54,m28
40800,57800,-429.89,46.3,0.8579431410733132,,m54,m28
40800,57800,-430.69,46.4,0.8627258376778169,3124544.9999999995,m54,m28
40800,57800,-431.99,47.2,0.8703044388166804,3195712.0,m54,m28
40800,57800,-433.09,45.8,0.8766680700921364,3361826.0,m54,m28
40800,57800,-433.92,44.8,0.8815517923677972,3139786.0,m54,m28
40800,57800,-435.46,52.2,0.8928157980512985,3473910.0,m54,m28
40800,57800,-436.97,52.1,0.9011559574854293,3333696.0,m54,m28
40800,57800,-438.27,46.6,0.8951897141921467,3348357.0,m54,m28
40800,57800,-439.58,43.0,0.8891775767196847,3476286.0,m54,m28
40800,57800,-440.06,45.0,0.8807377359413413,3302208.0,m54,m28
40800,57800,-441.71,44.7,0.8498144603277654,,m54,m28
40800,57800,-443.17,50.2,0.8229285097870456,2812222.0,m54,m28
40800,57800,-444.7,44.1,0.795335415743818,3303340.0,m54,m28
40800,57800,-446.12,47.6,0.7762296518882693,,m54,m28
40800,57800,-447.65,52.2,0.7619436530927226,3073005.0,m54,m28
40800,57800,-452.27,52.9,0.7542197025131407,2870216.0,m54,m28
40800,57800,-453.65,51.3,0.7590584342431618,,m54,m28
40800,57800,-455.52,51.3,0.7700223803219229,3043238.0,m54,m28
40800,57800,-457.03,47.7,0.7795946688719627,3288770.0,m54,m28
40800,57800,-458.9,55.5,0.7902829492841374,2995161.0,m54,m28
40800,57800,-460.43,56.2,0.8047756080454513,2834496.0,m54,m28
40800,57800,-461.49,52.5,0.8198555905928859,2937811.0,m54,m28
40800,57800,-463.02,60.1,0.842967739436731,3097219.0,m54,m28
40800,57800,-464.83,47.6,0.8749814309564651,3350840.0,m54,m28
40800,57800,-466.32,51.1,0.8961177181987856,2850750.0,m54,m28
40800,57800,-467.49,49.7,0.9092973589426023,2876530.0,m54,m28
40800,57800,-469.0,31.6,0.9178016405127469,3226456.0,m54,m28
40800,57800,-470.55,52.0,0.9138571314923543,2747095.0,m54,m28
40800,57800,-472.09,57.1,0.903881312937439,2846398.0,m54,m28
40800,57800,-473.51,59.0,0.8898982821649795,2721921.0,m54,m28
40800,57800,-475.06,58.2,0.8742744316771616,3048360.0,m54,m28
40800,57800,-475.98,51.8,0.8648554707615949,3292758.0,m54,m28
40800,57800,-476.64,46.0,0.8580983901047756,3339441.0,m54,m28
40800,57800,-478.14,44.6,0.843504340714861,3381180.0,m54,m28
40800,57800,-479.72,54.7,0.828398430747314,3207501.0,m54,m28
40800,57800,-480.97,56.4,0.8285754182073107,2909307.0,m54,m28
40800,57800,-482.17,57.6,0.830578192538876,,m54,m28
40800,57800,-482.74,50.8,0.8315295103463695,3308010.0,m54,m28
40800,57800,-484.04,55.1,0.8279567222444194,3191016.0,m54,m28
40800,57800,-485.35,49.3,0.8242360500704772,3271170.0,m54,m28
40800,57800,-485.82,50.8,0.8232794615776189,2958774.0,m54,m28
40800,57800,-487.33,52.3,0.8222177300249098,2959617.0,m54,m28
40800,57800,-488.9,53.1,0.8241961076951769,3052350.0,m54,m28
40800,57800,-490.23,53.6,0.8340336306667421,3013835.0,m54,m28
40800,57800,-491.36,52.7,0.8423918268756655,2897840.0,m54,m28
40800,57800,-491.99,51.4,0.8499814649961727,3183651.0,m54,m28
40800,57800,-493.51,50.8,0.868720605595681,3185238.0,m54,m28
40800,57800,-495.54,52.0,0.8864808228702638,,m54,m28
40800,57800,-496.99,51.5,0.8960448589984341,3320644.0,m54,m28
40800,57800,-498.01,25.0,0.8974451333071579,3387663.9999999995,m54,m28
40800,57800,-499.57,25.6,0.8980831677272553,3207357.0,m54,m28
40800,57800,-501.04,20.7,0.9006403118555396,3455232.0,m54,m28
40800,57800,-502.57,29.4,0.9042155143568045,2984580.0,m54,m28
40800,57800,-504.17,30.7,0.8984174340852087,3040246.0,m54,m28
40800,57800,-505.6,28.8,0.8910048549436628,3141270.0,m54,m28
40800,57800,-507.27,23.9,0.8762721865317254,,m54,m28
40800,57800,-508.82,22.3,0.8621150937195742,3329400.0,m54,m28
40800,57800,-510.28,41.9,0.8502898316899048,3363156.0,m54,m28
40800,57800,-511.88,38.7,0.8373026165477084,3180800.0,m54,m28
40800,57800,-513.27,44.2,0.8259326084674387,3389490.0,m58,m28
40800,57800,-514.82,49.2,0.8149841702159767,3372690.0,m58,m28
40800,57800,-516.5,45.7,0.8082940818967282,3509750.0,m58,m28
40800,57800,-517.85,47.9,0.8044265883073614,3062280.0,m58,m28
40800,57800,-519.82,43.2,0.8018344422722212,3312200.0,m58,m28
40800,57800,-521.36,42.5,0.8091694497342237,3739610.0,m58,m28
40800,57800,-522.87,44.2,0.818969594445797,3735264.0,m58,m28
40800,57800,-524.37,48.8,0.8319565417516422,3430016.0,m58,m28
40800,57800,-524.82,47.3,0.835975024636081,3492918.0,m58,m28
40800,57800,-526.15,42.6,0.8453036079576481,3862088.0,m58,m28
40800,57800,-527.36,43.3,0.8430598782955371,3510957.0,m58,m28
40800,57800,-527.87,53.5,0.8421141740577879,,m58,m28
40800,57800,-529.41,38.2,0.8401847287849726,,m58,m28
40800,57800,-529.94,24.6,0.8399939365921714,,m58,m28
40800,57800,-531.06,25.0,0.8395907530904027,,m58,m28
40800,57800,-531.57,33.2,0.8394071606029901,,m58,m28
40800,57800,-533.73,13.3,0.8657764653449918,4206735.0,m58,m28
40800,57800,-535.26,26.9,0.8812787876484622,3382680.0,m58,m28
40800,57800,-536.07,25.5,0.8870376630903755,3305120.0,m58,m28
40800,57800,-537.54,30.3,0.8961502928252186,2949560.0,m58,m28
40800,57800,-539.02,30.4,0.8902135664123053,3376000.0,m58,m28
40800,57800,-541.47,38.7,0.8813376310242776,,m58,m28
40800,57800,-542.12,26.0,0.8792572840389842,3907650.0,m58,m28
40800,57800,-543.21,30.9,0.8752385212162074,3727584.0,m58,m28
40800,57800,-544.14,32.6,0.8590823161050748,4036583.0,m58,m28
40800,57800,-547.17,43.3,0.8022377870798963,3559500.0,m58,m28
40800,57800,-548.99,53.4,0.7638636646071109,2831292.0,m58,m28
40800,57800,-550.17,45.4,0.7402799942323038,3342955.0,m58,m28
40800,57800,-551.66,42.8,0.7105006138437748,3397088.0,m58,m28
40800,57800,-553.56,43.5,0.6813089367210947,3584138.0,m58,m28
40800,57800,-555.15,40.9,0.6665099707459422,,m58,m28
40800,57800,-556.62,36.6,0.6726463731014846,3595007.0,m58,m28
40800,57800,-558.02,39.0,0.679454401086265,3638904.0,m58,m28
40800,57800,-559.34,40.3,0.6877006386520295,3664864.0,m58,m28
40800,57800,-561.06,31.1,0.7025013331006029,,m58,m28
40800,57800,-562.63,39.0,0.722439834586974,,m58,m28
40800,57800,-564.16,36.8,0.7269585271066762,,m58,m28
40800,57800,-565.12,32.4,0.7223491039627778,3754248.0,m58,m28
40800,57800,-566.64,35.9,0.7065974911569648,3574560.0,m58,m28
40800,57800,-568.2,41.2,0.6701602935396646,3625975.0,m58,m28
40800,57800,-569.73,37.3,0.6404971041976396,3510132.0,m58,m28
40800,57800,-571.17,34.4,0.6199336407086034,,m58,m28
40800,57800,-572.47,33.6,0.6154936815558594,,m58,m28
40800,57800,-573.78,31.5,0.6315267944329642,,m58,m28
40800,57800,-574.3,33.3,0.6378910835139524,3601004.0,m58,m28
40800,57800,-575.74,30.6,0.6550975973170495,,m58,m28
40800,57800,-576.42,31.7,0.6631134573614615,,m58,m28
40800,57800,-577.61,33.5,0.6771412124391842,,m58,m28
40800,57800,-578.77,32.6,0.6950895131265503,3126487.0,m58,m28
40800,57800,-579.54,32.8,0.7072146354226972,,m58,m28
40800,57800,-580.7,31.9,0.7247291643119779,3579596.0,m58,m28
40800,57800,-582.01,35.4,0.7379609218980123,3674475.0,m58,m28
40800,57800,-582.66,34.8,0.7445262977994799,3467656.0,m58,m28
40800,57800,-583.75,35.5,0.7536093264206736,3476664.0,m58,m28
40800,57800,-583.75,42.1,0.7536093264206736,3476664.0,m58,m28
40800,57800,-585.29,42.1,0.759489859475394,3171028.0,m58,m28
40800,57800,-586.65,43.0,0.7627780378053327,3431008.0,m58,m28
40800,57800,-588.65,42.7,0.758876619334538,3341940.0,m58,m28
40800,57800,-590.07,41.7,0.7662288936460251,,m58,m28
40800,57800,-590.91,43.6,0.7743218961434174,3273985.0,m58,m28
40800,57800,-592.25,42.0,0.7900256039996869,3313755.0,m58,m28
40800,57800,-592.36,45.3,0.7928190693664122,,m58,m28
40800,57800,-593.66,42.0,0.8258327509731601,3277260.0,m58,m28
40800,57800,-594.75,39.8,0.8535134532434351,,m58,m28
40800,57800,-596.14,39.9,0.8786771367989381,3346532.0,m58,m28
40800,57800,-596.95,38.7,0.8923526164055509,,m58,m28
40800,57800,-599.22,38.6,0.9039750124804823,3357221.0,m58,m28
40800,57800,-600.04,36.1,0.9021150109684671,,m58,m28
40800,57800,-604.77,45.5,0.8350557453301923,3091442.0,m58,m28
40800,57800,-606.12,43.0,0.8114579759182925,3252292.0,m58,m28
40800,57800,-607.77,44.1,0.7828079689629099,,m58,m28
40800,57800,-608.82,54.3,0.7646072444193308,2845820.0,m58,m28
40800,57800,-610.02,45.4,0.7467209747079515,,m58,m28
40800,57800,-611.16,21.6,0.7317870267974979,4575210.0,m58,m28
40800,57800,-612.83,38.9,0.7172146658325503,,m58,m28
40800,57800,-613.97,43.5,0.715671124399545,3056416.0,m58,m28
40800,57800,-615.43,40.8,0.7174493113862344,,m58,m28
40800,57800,-617.24,52.5,0.7346760832615792,,m58,m28
40800,57800,-618.6,39.0,0.7557558205523552,3156649.9999999995,m58,m28
40800,57800,-620.18,23.2,0.7909130136801797,3562976.0,m58,m28
40800,57800,-626.18,36.9,0.8503017110236262,3843070.0,m58,m28
40800,57800,-627.49,44.6,0.8391593259024537,,m58,m28
40800,57800,-628.8,39.9,0.8213941986606341,,m58,m28
40800,57800,-629.22,44.1,0.8156985090105838,,m58,m28
40800,57800,-630.53,41.1,0.8027253202527357,,m58,m28
40800,57800,-631.64,40.7,0.7926762616596262,,m58,m28
40800,57800,-632.15,43.6,0.7880591266303599,,m58,m28
40800,57800,-633.45,42.6,0.7905846865298206,,m58,m28
40800,57800,-634.74,61.6,0.7955711741813676,,m58,m28
40800,57800,-635.3,59.4,0.7972044543276913,3358200.0,m58,m28
40800,57800,-636.83,15.0,0.7929599966549526,,m58,m28
40800,57800,-638.85,39.7,0.7762713544823501,3553042.0,m58,m28
40800,57800,-640.0,40.2,0.7561644547478681,,m58,m28
40800,57800,-641.39,43.2,0.7262656970319419,,m58,m28
40800,57800,-642.87,41.0,0.6805326466223919,3478516.0,m58,m28
40800,57800,-644.71,39.8,0.6318538701773945,3487720.0,m58,m28
40800,57800,-647.04,44.7,0.5898120653289677,3115764.0,m58,m28
40800,57800,-647.47,45.2,0.5913080907126737,2827836.0,m58,m28
40800,57800,-648.78,43.7,0.595865749439777,3242241.0,m58,m28
40800,57800,-650.88,41.4,0.6129368386779499,3453225.0,m58,m28
40800,57800,-651.75,16.8,0.6226130798415662,3612510.0,m58,m28
40800,57800,-653.14,19.8,0.6444797389363444,3762930.0,m58,m28
40800,57800,-653.95,19.7,0.6613380042516208,,m58,m28
40800,57800,-655.56,18.7,0.6885793552225755,,m58,m28
40800,57800,-657.0,16.0,0.6744564108619642,3705926.0,m58,m28
40800,57800,-658.14,18.3,0.6632757465764807,,m58,m28
40800,57800,-658.95,15.6,0.6484915802198314,,m58,m28
40800,57800,-660.06,39.5,0.627033545258867,,m58,m28
40800,57800,-661.2,30.6,0.605937399554541,,m58,m28
40800,57800,-662.47,41.7,0.5944290074466131,3315158.0,m58,m28
40800,57800,-664.01,38.8,0.5807025623891502,3306030.0,m6,m28
40800,57800,-665.86,47.6,0.5807025623891502,,m6,m28
40800,57800,-667.15,49.6,0.5807025623891502,3023820.0,m6,m28
40800,57800,-668.45,56.4,0.5807025623891502,,m6,m28
40800,57800,-668.64,54.6,0.5807025623891502,,m6,m28
40100,46300,0.0,43.3,0.6714784480467438,,m1,m29
40100,46300,-7.22,50.8,0.4884427105137419,,m1,m29
40100,46300,-10.32,52.0,0.621282909243906,2969460.0,m1,m29
40100,46300,-11.73,53.5,0.7350105966920958,3001152.0,m1,m29
40100,46300,-13.41,30.9,0.8367216613821836,,m1,m29
40100,46300,-16.65,40.0,0.7685982762612822,3834880.0,m1,m29
40100,46300,-40.52,37.9,0.8851590970190079,,m1,m29
40100,46300,-43.73,31.5,0.8520701032462876,,m1,m29
40100,46300,-49.78,46.1,0.49163023687316487,3348060.0,m1,m29
40100,46300,-53.2,41.2,0.39588569542790314,3099476.0,m1,m29
40100,46300,-67.41,37.0,0.8577801926214523,,m1,m29
40100,46300,-76.74,41.0,0.6677731340064885,3269064.0,m1,m29
40100,46300,-115.71,37.3,0.8070445957459282,3100622.0,m1,m29
40100,46300,-145.97,37.1,0.810187931570847,,m1,m29
40100,46300,-149.66,42.9,0.7962796897353708,3013896.0,m1,m29
40100,46300,-155.56,41.6,0.7584797148067083,,m1,m29
40100,46300,-160.34,78.3,0.8269802163413,2984204.0,m41,m29
40100,46300,-192.26,53.9,0.6986631737687902,2738408.0,m41,m29
40100,46300,-193.57,40.9,0.7308695838029526,3528512.0,m41,m29
40100,46300,-194.93,48.1,0.7542369350643034,3120900.0,m41,m29
40100,46300,-222.36,46.1,0.7685030346965522,3349920.0,m41,m29
40100,46300,-222.8,42.7,0.7848013934000924,3112105.0,m41,m29
40100,46300,-225.6,54.4,0.8586943851375967,3521700.0,m41,m29
40100,46300,-231.63,44.9,0.8340298829105003,3094120.0,m41,m29
40100,46300,-234.56,45.2,0.8690524684527701,3370200.0,m41,m29
40100,46300,-235.31,43.4,0.8821034965558495,3458992.0,m41,m29
40100,46300,-262.01,36.7,0.827268087343587,3324772.0,m41,m29
40100,46300,-264.96,28.5,0.8707736679576171,,m41,m29
40100,46300,-267.97,35.0,0.8750815824456752,3316144.0,m41,m29
40100,46300,-271.31,46.2,0.8403424655000934,3488940.0,m41,m29
40100,46300,-274.14,44.5,0.833478846569628,,m41,m29
40100,46300,-277.19,37.8,0.8485366264691436,3223600.0,m41,m29
40100,46300,-280.46,43.4,0.8137055728763644,,m41,m29
40100,46300,-281.97,45.2,0.7741609012459879,,m41,m29
40100,46300,-283.77,45.6,0.715671585975204,3360032.0,m41,m29
40100,46300,-285.26,42.4,0.666204566326931,3386200.0,m41,m29
40100,46300,-286.39,27.8,0.6396533559152316,3766516.0,m41,m29
40100,46300,-289.61,49.8,0.5952185024852691,3406730.0,m41,m29
40100,46300,-291.11,46.3,0.5926103223270939,3428748.0,m41,m29
40100,46300,-292.49,38.6,0.6075953583212097,,m41,m29
40100,46300,-294.94,41.6,0.6391772186546497,3481310.0,m41,m29
40100,46300,-298.69,42.9,0.6923424376074399,3376494.0,m41,m29
40100,46300,-300.2,41.0,0.7105504554557631,3644368.0,m41,m29
40100,46300,-302.46,42.7,0.734105977947448,3542868.0,m41,m29
40100,46300,-304.86,38.6,0.7577901471351077,3675000.0,m41,m29
40100,46300,-306.38,41.6,0.7723298437940394,3245844.0,m41,m29
40100,46300,-307.96,39.6,0.787247814112745,3313620.0,m41,m29
40100,46300,-309.46,44.6,0.7988484046682697,3094450.0,m41,m29
40100,46300,-311.41,45.3,0.8138889440243893,3343634.9999999995,m41,m29
40100,46300,-312.71,50.6,0.8254842477290346,3317906.9999999995,m41,m29
40100,46300,-314.64,44.7,0.8504449372694249,3454830.0,m41,m29
40100,46300,-315.33,41.4,0.8641339340763343,3433608.0,m41,m29
40100,46300,-317.17,47.1,0.8986514930965033,3379630.0,m41,m29
40100,46300,-318.17,49.6,0.9130167456963179,3035770.0,m41,m29
40100,46300,-320.11,46.9,0.9247142004969939,3290885.0,m41,m29
40100,46300,-321.61,42.6,0.8893765931347185,3320072.0,m41,m29
40100,46300,-323.15,52.6,0.8355809896284679,,m41,m29
40100,46300,-324.66,37.8,0.7551744407127875,,m41,m29
40100,46300,-326.47,52.3,0.6828166276466486,2881900.0,m41,m29
40100,46300,-327.6,56.2,0.6489127394476994,3276754.0,m41,m29
40100,46300,-329.34,48.3,0.626619023705388,3341282.0,m41,m29
40100,46300,-330.84,48.8,0.6253038953191097,3281510.0,m41,m29
40100,46300,-332.3,48.9,0.6402940216778543,3279088.0,m41,m29
40100,46300,-333.8,49.5,0.6609559140083381,3177657.0,m41,m29
40100,46300,-335.61,49.2,0.6842117323225656,3300052.0,m41,m29
40100,46300,-337.02,52.7,0.7004843230395835,3069744.0,m41,m29
40100,46300,-338.4,55.2,0.6891797451105466,,m41,m29
40100,46300,-339.9,52.0,0.6776065719693859,2902746.0,m41,m29
40100,46300,-341.75,53.5,0.6787588128474502,3046222.0,m41,m29
40100,46300,-343.02,44.4,0.6845720212115608,,m41,m29
40100,46300,-343.75,42.4,0.6963223430088151,,m41,m29
40100,46300,-345.04,43.0,0.7170866102943739,3377107.9999999995,m5,m29
40100,46300,-346.72,45.1,0.7483294795031517,3166215.0,m5,m29
40100,46300,-348.22,48.9,0.7779627099544343,3244824.0,m5,m29
40100,46300,-351.26,46.4,0.8394455015692328,3352940.0,m5,m29
40100,46300,-353.74,46.0,0.8853916254433956,3382400.0,m5,m29
40100,46300,-354.7,48.2,0.900317271382833,,m5,m29
40100,46300,-356.19,48.5,0.9194404966355035,,m5,m29
40100,46300,-357.32,54.2,0.9278903434999551,3115210.0,m5,m29
40100,46300,-358.4,50.9,0.9147565738294204,,m5,m29
40100,46300,-360.21,50.6,0.888670886542189,3234132.0,m5,m29
40100,46300,-361.84,44.7,0.8428738254754666,3329162.9999999995,m5,m29
40100,46300,-363.46,49.6,0.8021111014509068,3210620.0,m5,m29
40100,46300,-364.99,42.6,0.7706821735837094,3468254.9999999995,m5,m29
40100,46300,-366.72,45.4,0.7565348341284277,3275302.0,m5,m29
40100,46300,-369.66,48.6,0.768477477473146,,m5,m29
40100,46300,-370.96,52.1,0.7815986596734213,,m5,m29
40100,46300,-371.35,48.7,0.7855350143335046,3009420.0,m5,m29
40100,46300,-372.58,50.4,0.7941490535639535,3255213.0,m5,m29
40100,46300,-374.08,57.1,0.8041976892720895,3111072.0,m5,m29
40100,46300,-375.36,47.7,0.8047180566110933,3245886.0,m5,m29
40100,46300,-376.65,42.1,0.8032060268923521,,m5,m29
40100,46300,-378.4,49.1,0.7932104782382913,3153444.0,m5,m29
40100,46300,-379.77,54.6,0.7824340230338759,3308020.0,m5,m29
40100,46300,-380.96,58.0,0.773196554568122,3209220.0,m5,m29
40100,46300,-382.46,50.1,0.7616096826445903,3265372.0,m5,m29
40100,46300,-383.91,53.2,0.7536274808493097,2987370.0,m5,m29
40100,46300,-385.41,56.9,0.7471555190266268,,m5,m29
40100,46300,-387.21,51.0,0.7398360961921315,3068736.0,m5,m29
40100,46300,-388.71,49.7,0.7338544199050687,3264597.0,m5,m29
40100,46300,-390.28,50.7,0.7290807395409258,3262589.0,m5,m29
40100,46300,-391.78,48.4,0.7254669364900099,3382132.0,m5,m29
40100,46300,-393.26,54.0,0.7285094506616032,3244504.0,m5,m29
40100,46300,-394.76,50.0,0.7336412608028147,3192690.0,m5,m29
40100,46300,-396.61,48.9,0.7506048325340937,,m5,m29
40100,46300,-398.1,48.0,0.7685253656308747,3348180.0,m5,m29
40100,46300,-399.56,50.0,0.7901858374470758,3088070.0,m5,m29
40100,46300,-401.06,51.0,0.8129420856823932,3254656.0,m5,m29
40100,46300,-402.5,52.6,0.8351721914854036,,m5,m29
40100,46300,-404.0,54.7,0.8551149913347823,,m5,m29
40100,46300,-405.44,54.9,0.8721946858184831,,m5,m29
40100,46300,-406.86,56.4,0.8816811439944998,,m5,m29
40100,46300,-408.2,51.6,0.8863988955441994,,m5,m29
40100,46300,-408.77,51.8,0.8884057003078776,,m5,m29
40100,46300,-410.19,47.8,0.8865655971074107,2984552.0,m5,m29
40100,46300,-412.03,46.8,0.886027658275493,,m5,m29
40100,46300,-413.52,48.3,0.8956364488051006,,m5,m29
40100,46300,-415.13,49.2,0.9026535671933034,,m5,m29
40100,46300,-417.86,49.0,0.8996555086387062,,m5,m29
40100,46300,-419.39,48.1,0.8873787356288041,,m5,m29
40100,46300,-420.74,48.9,0.8772250531160896,,m5,m29
40100,46300,-423.93,49.3,0.8672906447300602,3031560.0,m5,m29
40100,46300,-425.43,48.7,0.8794876363643026,,m5,m29
40100,46300,-426.97,55.7,0.8948710365063998,,m5,m29
40100,46300,-429.75,50.2,0.914275862889436,,m5,m29
40100,46300,-431.29,52.4,0.9066472731533611,,m5,m29
40100,46300,-432.95,54.2,0.8949462424613869,,m5,m29
40100,46300,-439.05,56.1,0.881622831397028,,m5,m29
40100,46300,-439.37,53.3,0.8830151429097435,,m5,m29
40100,46300,-440.97,52.4,0.8893132008125805,,m5,m29
40100,46300,-442.21,52.2,0.8929735126755683,,m5,m29
40100,46300,-443.6,53.2,0.8938256339632966,,m5,m29
40100,46300,-445.21,58.0,0.875596481203501,,m5,m29
40100,46300,-445.9,53.9,0.8677839871635884,,m5,m29
40100,46300,-447.4,55.3,0.8483643628551413,,m5,m29
40100,46300,-448.36,52.1,0.8354635657278946,,m5,m29
40100,46300,-449.86,50.1,0.816611154013872,,m5,m29
40100,46300,-451.21,49.0,0.8008671907361199,,m5,m29
40100,46300,-452.71,52.2,0.7857619064760037,,m5,m29
40100,46300,-454.18,48.5,0.7735744768941653,,m5,m29
40100,46300,-455.4,43.7,0.765318285024284,,m5,m29
40100,46300,-457.31,47.1,0.7562855919982393,,m5,m29
40100,46300,-458.81,55.1,0.7511576556729782,,m5,m29
40100,46300,-460.77,47.0,0.7452411084986605,,m5,m29
40100,46300,-462.22,45.9,0.7379699817170976,,m5,m29
40100,46300,-463.18,42.5,0.7331559943306838,,m5,m29
40100,46300,-466.96,50.4,0.7245621674478525,,m5,m29
40100,46300,-468.48,44.7,0.7260282830529854,,m5,m29
40100,46300,-469.71,48.4,0.7264765777832355,,m5,m29
40100,46300,-470.86,41.8,0.72569713617461,,m5,m29
40100,46300,-473.26,42.9,0.7279971685742821,,m5,m29
40100,46300,-474.66,43.7,0.7319437806978073,,m5,m29
40100,46300,-475.67,42.5,0.7345169392509271,,m5,m29
40100,46300,-477.16,44.4,0.7380952628918297,,m5,m29
40100,46300,-479.24,38.6,0.7485336712011182,,m5,m29
40100,46300,-481.86,45.4,0.765709212714856,,m5,m29
40100,46300,-483.37,50.4,0.7758651884311677,,m5,m29
40100,46300,-485.63,53.1,0.7907862290189842,,m5,m29
40100,46300,-487.12,50.6,0.8013490731894579,,m5,m29
40100,46300,-487.67,51.9,0.8056585911665705,,m5,m29
40100,46300,-489.23,46.8,0.8178819512471075,,m5,m29
40100,46300,-491.11,41.7,0.8244024961556914,,m5,m29
40100,46300,-492.62,44.1,0.8304765265992354,,m5,m29
40100,46300,-493.94,46.8,0.8400989956608985,,m5,m29
40100,46300,-496.32,44.6,0.8504384703650089,,m5,m29
40100,46300,-496.9,46.8,0.85119468208891,,m5,m29
40100,46300,-498.43,44.6,0.854923001790798,,m5,m29
40100,46300,-500.11,49.5,0.8643109279696183,,m54,m29
40100,46300,-501.61,53.6,0.8684148384923674,,m54,m29
40100,46300,-502.94,54.6,0.8678118528051102,,m54,m29
40100,46300,-504.05,50.0,0.8642131607327935,,m54,m29
40100,46300,-505.4,55.8,0.8482183390538252,,m54,m29
40100,46300,-506.11,47.7,0.8398062476522931,,m54,m29
40100,46300,-507.6,60.7,0.8257029387206737,,m54,m29
40100,46300,-508.36,50.2,0.8195531252677322,,m54,m29
40100,46300,-509.16,49.1,0.8130796374225304,,m54,m29
40100,46300,-510.66,49.3,0.8168538060575825,,m54,m29
40100,46300,-512.11,45.0,0.8255621778680915,,m54,m29
40100,46300,-513.66,46.2,0.8468218569846713,,m54,m29
40100,46300,-515.16,48.9,0.8701460082380483,,m54,m29
40100,46300,-517.35,49.5,0.881425841254058,,m54,m29
40100,46300,-518.54,53.4,0.8848845433989265,,m54,m29
40100,46300,-520.04,48.4,0.8840540758857939,,m54,m29
40100,46300,-521.49,54.8,0.885348091157184,,m54,m29
40100,46300,-522.91,50.3,0.8911379343195113,,m54,m29
40100,46300,-524.02,50.2,0.8956705940978753,,m54,m29
40100,46300,-524.26,47.9,0.896664504731174,,m54,m29
40100,46300,-527.94,51.4,0.9097398939841944,,m54,m29
40100,46300,-528.04,45.9,0.9099657691382514,,m54,m29
40100,46300,-530.49,51.8,0.9108959069821551,,m54,m29
40100,46300,-532.02,47.4,0.9057965507882209,,m54,m29
40100,46300,-533.74,49.3,0.8921239481323361,,m54,m29
40100,46300,-535.26,52.7,0.8769741500595561,,m54,m29
40100,46300,-537.07,46.9,0.8549641629752577,,m54,m29
40100,46300,-538.27,51.3,0.8401173439969435,,m54,m29
40100,46300,-539.76,51.8,0.8318294627045708,,m54,m29
40100,46300,-540.36,48.7,0.8285649341805317,,m54,m29
40100,46300,-541.82,49.1,0.8248774210248111,,m54,m29
40100,46300,-542.71,49.0,0.8258860233887558,,m54,m29
40100,46300,-544.22,46.0,0.8284597393314571,,m54,m29
40100,46300,-545.82,48.4,0.8383463302416843,,m54,m29
40100,46300,-547.33,51.2,0.8479961412303678,,m54,m29
40100,46300,-548.87,47.2,0.8587279195977311,,m54,m29
40100,46300,-550.87,49.6,0.8697193248645354,,m54,m29
40100,46300,-551.99,48.9,0.8744347605404843,,m54,m29
40100,46300,-555.51,49.4,0.8705071051947336,,m54,m29
40100,46300,-556.21,48.1,0.8655392217572783,,m54,m29
40100,46300,-557.01,49.4,0.8596041369899298,,m54,m29
40100,46300,-558.22,63.5,0.8506273212793143,,m54,m29
40100,46300,-559.46,62.3,0.8493634921228113,,m54,m29
40100,46300,-560.9,49.9,0.8497905826440676,,m54,m29
40100,46300,-562.53,49.9,0.8615701350849736,,m54,m29
40100,46300,-563.26,52.6,0.8685344698082753,,m54,m29
40100,46300,-564.19,50.8,0.8774434405079409,,m54,m29
