#X,Y,Z,attr 
 40800.000, 79147.225,   -40.476,     0.471
 40800.000, 77977.068,  -109.864,     0.732
 40800.000, 50517.382,   -52.041,     0.859
 40800.000, 44120.524,   -57.823,     0.432
 40800.000, 84139.895,  -106.973,     0.875
 40800.000, 53013.717,  -112.755,     0.598
 40800.000, 99351.937,  -104.082,     0.381
 40800.000, 68147.749,   -83.844,     0.208
 40800.000, 65261.361,   -66.497,     0.711
 40800.000, 85778.115,  -159.014,     0.767
 40800.000, 53481.780,   -34.694,     0.168
 40800.000,100678.115,   -54.932,     0.412
 40800.000,109259.267,  -193.707,     0.960
 40800.000,109025.236,  -205.272,     0.936
 40800.000, 67211.623,   -83.844,     0.349
 40800.000, 92721.047,  -147.449,     0.817
 40800.000, 99820.000,   -49.150,     0.445
 40800.000, 54807.958,   -57.823,     0.967
 40800.000,104812.670,   -72.279,     0.818
 40800.000,109337.277,  -179.252,     0.600
 40800.000,100678.115,  -187.925,     0.728
 40800.000,108557.173,   -89.626,     0.812
 40800.000,106684.921,   -57.823,     0.893
 40800.000, 87026.283,  -187.925,     0.801
 40800.000, 46928.901,   -80.952,     0.435
 40800.000,100366.073,   -89.626,     0.180
 40800.000, 66665.550,  -121.429,     0.768
 40800.000, 93891.204,   -92.517,     0.555
 40800.000,103642.513,  -124.320,     0.272
 40800.000, 78991.204,  -132.993,     0.638
 40800.000, 98259.791,  -101.190,     0.838
 40800.000,109181.257,  -179.252,     0.678
 40800.000, 97089.634,   -98.299,     0.338
 40800.000,101068.168,  -170.578,     0.906
 40800.000, 85154.031,  -124.320,     0.950
 40800.000,114720.000,  -147.449,     0.783
 40800.000, 46538.848,   -66.497,     0.444
 40800.000,109025.236,  -213.946,     0.953
 40800.000, 80395.393,   -60.714,     0.580
 40800.000, 64949.319,   -95.408,     0.477
 40800.000,102316.335,   -66.497,     0.443
 40800.000, 76494.869,  -104.082,     0.412
 40800.000,101692.251,   -49.150,     0.496
 40800.000,114095.916,  -153.231,     0.458
 40800.000,113237.801,  -127.211,     0.342
 40800.000,101146.178,  -185.034,     0.552
 40800.000, 73374.450,   -60.714,     0.863
 40800.000, 58708.482,   -34.694,     0.267
 40800.000, 71502.199,   -69.388,     0.957
 40800.000,109493.298,  -211.054,     0.861
 40800.000, 88898.534,  -161.905,     0.775
 40800.000, 67601.675,  -109.864,     0.452
 40800.000, 59566.597,  -127.211,     0.463
 40800.000, 50049.319,   -46.259,     0.930
 40800.000, 88586.492,   -80.952,     0.411
 40800.000, 43964.503,   -49.150,     0.876
 40800.000, 98727.853,  -193.707,     0.982
 40800.000,102004.293,  -115.646,     0.761
 40800.000,105982.827,  -104.082,     0.412
 40800.000, 93657.173,   -52.041,     0.902
 40800.000,101926.283,  -109.864,     0.863
 40800.000,111053.508,  -176.361,     0.692
 40800.000,113237.801,   -57.823,     0.208
 40800.000,113549.843,  -179.252,     0.930
 40800.000,114407.958,  -118.537,     0.829
 40800.000,110273.403,  -173.469,     0.659
 40800.000,108713.194,  -216.837,     0.902
 40800.000, 96075.497,  -193.707,     0.925
 40800.000, 86714.241,   -66.497,     0.930
 40800.000, 55510.052,   -52.041,     0.873
 40800.000,104500.628,  -170.578,     0.716
 40800.000, 77977.068,   -86.735,     0.160
 40800.000, 95919.476,   -89.626,     0.723
 40800.000,104110.576,   -92.517,     0.707
 40800.000, 66899.581,   -40.476,     0.770
 40800.000,100600.105,  -211.054,     0.759
 40800.000, 49659.267,   -72.279,     0.696
