#X,Y,Z,attr 
 40800.000, 98181.780,  -534.864,     0.918
 40800.000, 58864.503,  -245.748,     0.535
 40800.000,105748.796,  -540.646,     0.930
 40800.000, 89366.597,  -511.735,     0.646
 40800.000, 95529.424,  -604.252,     0.971
 40800.000, 86246.178,  -419.218,     0.516
 40800.000,103720.524,  -578.231,     0.602
 40800.000, 75792.775,  -283.333,     0.947
 40800.000,106294.869,  -670.748,     0.936
 40800.000, 93735.183,  -436.565,     0.964
 40800.000, 87962.408,  -410.544,     0.760
 40800.000,104344.607,  -630.272,     0.787
 40800.000, 56134.136,  -245.748,     0.609
 40800.000,101146.178,  -529.082,     0.804
 40800.000, 84998.010,  -361.395,     0.749
 40800.000, 95529.424,  -517.517,     0.955
 40800.000, 85934.136,  -416.327,     0.591
 40800.000,111365.550,  -705.442,     0.961
 40800.000,112223.665,  -638.946,     0.460
 40800.000,110897.487,  -670.748,     0.905
 40800.000,113549.843,  -662.075,     0.925
 40800.000, 76494.869,  -303.571,     0.941
 40800.000, 89834.660,  -479.932,     0.786
 40800.000,102550.366,  -497.279,     0.004
 40800.000, 90536.754,  -572.449,     0.744
 40800.000,109571.309,  -624.490,     0.623
 40800.000, 91550.890,  -500.170,     0.768
 40800.000, 78367.120,  -312.245,     0.494
 40800.000,104422.618,  -673.639,     0.532
 40800.000, 86402.199,  -387.415,     0.896
 40800.000, 95529.424,  -555.102,     0.734
 40800.000,114641.990,  -659.184,     0.831
 40800.000,106450.890,  -670.748,     0.886
 40800.000, 72438.325,  -300.680,     0.728
 40800.000, 56290.157,  -239.966,     0.875
 40800.000, 92877.068,  -497.279,     0.929
 40800.000, 88898.534,  -465.476,     0.734
 40800.000, 97791.728,  -491.497,     0.697
 40800.000, 97713.717,  -514.626,     0.545
 40800.000,109727.330,  -679.422,     0.929
 40800.000, 87338.325,  -436.565,     0.929
 40800.000, 69239.895,  -271.769,     0.509
 40800.000, 86948.272,  -465.476,     0.929
 40800.000,103174.450,  -673.639,     0.803
 40800.000, 93813.194,  -569.558,     0.847
 40800.000, 95607.435,  -612.925,     0.945
 40800.000, 98727.853,  -566.667,     0.816
 40800.000, 79381.257,  -338.265,     0.816
 40800.000,107230.995,  -664.966,     0.474
 40800.000, 84607.958,  -425.000,     0.496
 40800.000, 94515.288,  -462.585,     0.894
 40800.000, 82423.665,  -341.156,     0.592
 40800.000,104890.681,  -624.490,     0.735
 40800.000, 89912.670,  -419.218,     0.778
 40800.000, 84685.969,  -393.197,     0.850
 40800.000, 88118.429,  -511.735,     0.647
 40800.000, 93969.215,  -511.735,     0.812
 40800.000,105436.754,  -549.320,     0.863
 40800.000, 76104.817,  -292.007,     0.513
 40800.000,107543.037,  -685.204,     0.947
 40800.000, 71814.241,  -280.442,     0.765
 40800.000, 94203.246,  -569.558,     0.805
 40800.000, 89132.565,  -552.211,     0.965
 40800.000,112301.675,  -705.442,     0.780
 40800.000,113393.822,  -690.986,     0.742
 40800.000,104188.586,  -682.313,     0.893
 40800.000, 95997.487,  -477.041,     0.472
 40800.000, 95763.455,  -462.585,     0.507
 40800.000, 66665.550,  -263.095,     0.793
 40800.000, 91004.817,  -407.653,     0.898
 40800.000,109727.330,  -705.442,     0.523
 40800.000,111443.560,  -705.442,     0.952
 40800.000,103954.555,  -584.014,     0.552
 40800.000, 89288.586,  -419.218,     0.898
 40800.000, 95919.476,  -612.925,     0.930
 40800.000, 50985.445,  -237.075,     0.007
 40800.000, 97011.623,  -453.912,     0.926
 40800.000, 83749.843,  -410.544,     0.487
 40800.000, 94905.340,  -453.912,     0.686
 40800.000, 67133.613,  -277.551,     0.546
 40800.000, 96387.539,  -607.143,     0.870
 40800.000, 82189.634,  -384.524,     0.308
 40800.000, 88898.534,  -482.823,     0.977
 40800.000, 97947.749,  -511.735,     0.877
 40800.000,104110.576,  -650.510,     0.658
 40800.000,109493.298,  -702.551,     0.495
