#X,Y,Z,attr 
 40800.000, 47318.953,  -372.959,     0.961
 40800.000, 51687.539,  -451.020,     0.831
 40800.000, 49425.236,  -482.823,     0.475
 40800.000, 51297.487,  -491.497,     0.002
 40800.000, 44588.586,  -436.565,     0.761
 40800.000, 70176.021,  -638.946,     0.648
 40800.000, 48957.173,  -413.435,     0.570
 40800.000, 88820.524,  -821.088,     0.596
 40800.000, 48645.131,  -442.347,     0.930
 40800.000, 63155.079,  -555.102,     0.020
 40800.000, 56446.178,  -511.735,     0.698
 40800.000, 47318.953,  -425.000,     0.925
 40800.000, 45056.649,  -378.741,     0.957
 40800.000, 49659.267,  -367.177,     0.808
 40800.000, 65573.403,  -598.469,     0.505
 40800.000, 54339.895,  -453.912,     0.540
 40800.000, 51063.455,  -384.524,     0.906
 40800.000, 48567.120,  -364.286,     0.629
 40800.000, 79927.330,  -743.027,     0.295
 40800.000, 43496.440,  -401.871,     0.892
 40800.000, 46538.848,  -430.782,     0.763
 40800.000, 66353.508,  -592.687,     0.832
 40800.000, 42404.293,  -318.027,     0.472
 40800.000, 73530.471,  -676.531,     0.619
 40800.000, 47865.026,  -477.041,     0.020
 40800.000, 45212.670,  -367.177,     0.988
 40800.000, 84139.895,  -777.721,     0.623
 40800.000, 47630.995,  -384.524,     0.739
 40800.000, 70176.021,  -610.034,     0.100
 40800.000, 76494.869,  -711.224,     0.475
 40800.000, 49737.277,  -375.850,     0.871
 40800.000, 49269.215,  -364.286,     0.703
 40800.000, 79771.309,  -737.245,     0.282
 40800.000, 80005.340,  -725.680,     0.298
 40800.000, 51219.476,  -456.803,     0.548
 40800.000, 43886.492,  -352.721,     0.870
 40800.000, 44276.545,  -413.435,     0.860
 40800.000, 49659.267,  -468.367,     0.561
 40800.000, 60190.681,  -546.429,     0.961
 40800.000, 89522.618,  -832.653,     0.466
 40800.000, 54729.948,  -465.476,     0.431
 40800.000, 49425.236,  -465.476,     0.702
 40800.000, 52389.634,  -448.129,     0.598
 40800.000, 79225.236,  -734.354,     0.318
 40800.000, 45914.764,  -410.544,     0.563
 40800.000, 48333.089,  -453.912,     0.491
