#X,Y,Z,attr 
 40800.000, 45368.691,  -196.599,     0.696
 40800.000, 88664.503,  -494.388,     0.680
 40800.000, 91550.890,  -485.714,     0.786
 40800.000, 89912.670,  -523.299,     0.774
 40800.000, 90848.796,  -514.626,     0.898
 40800.000, 86636.230,  -468.367,     0.937
 40800.000, 80785.445,  -341.156,     0.349
 40800.000,112379.686,  -633.163,     0.495
 40800.000, 87494.346,  -393.197,     0.690
 40800.000, 92565.026,  -456.803,     0.937
 40800.000, 87884.398,  -485.714,     0.786
 40800.000,112301.675,  -705.442,     0.780
 40800.000, 95919.476,  -503.061,     0.652
 40800.000,103408.482,  -633.163,     0.961
 40800.000,113627.853,  -745.918,     0.849
 40800.000,109649.319,  -714.116,     0.589
 40800.000, 85778.115,  -485.714,     0.609
 40800.000, 87026.283,  -407.653,     0.722
 40800.000, 88196.440,  -543.537,     0.816
 40800.000, 98883.874,  -482.823,     0.756
 40800.000,100132.042,  -526.190,     0.886
 40800.000, 99741.990,  -641.837,     0.693
 40800.000,101146.178,  -604.252,     0.859
 40800.000,108167.120,  -624.490,     0.839
 40800.000,108947.225,  -690.986,     0.637
 40800.000, 97245.654,  -615.816,     0.874
 40800.000, 93501.152,  -500.170,     0.847
 40800.000,111911.623,  -702.551,     0.840
 40800.000, 93657.173,  -523.299,     0.748
 40800.000, 95919.476,  -453.912,     0.947
 40800.000, 98805.864,  -601.361,     0.607
 40800.000,101458.220,  -612.925,     0.965
 40800.000,111287.539,  -708.333,     0.937
 40800.000,109103.246,  -624.490,     0.985
 40800.000, 93189.110,  -595.578,     0.610
 40800.000, 92409.005,  -508.844,     0.692
 40800.000,106372.880,  -699.660,     0.622
 40800.000,113237.801,  -690.986,     0.853
 40800.000, 97713.717,  -465.476,     0.637
 40800.000,109337.277,  -586.905,     0.907
 40800.000, 66431.518,  -283.333,     0.237
 40800.000, 85310.052,  -448.129,     0.689
 40800.000, 93579.162,  -557.993,     0.640
 40800.000, 93579.162,  -430.782,     0.983
 40800.000,107855.079,  -641.837,     0.747
 40800.000,101692.251,  -566.667,     0.871
 40800.000, 73062.408,  -289.116,     0.432
 40800.000, 99898.010,  -659.184,     0.694
 40800.000,106294.869,  -656.293,     0.729
 40800.000, 65027.330,  -280.442,     0.963
 40800.000, 56056.126,  -245.748,     0.599
 40800.000,107465.026,  -618.707,     0.506
 40800.000,100444.084,  -615.816,     0.658
 40800.000, 97167.644,  -627.381,     0.559
 40800.000, 95373.403,  -615.816,     0.697
 40800.000,101224.188,  -581.122,     0.945
 40800.000, 94983.351,  -560.884,     0.781
 40800.000, 49425.236,  -216.837,     0.651
 40800.000,110273.403,  -601.361,     0.649
 40800.000, 98649.843,  -453.912,     0.922
 40800.000,100054.031,  -560.884,     0.980
 40800.000, 71658.220,  -303.571,     0.143
 40800.000, 96855.602,  -448.129,     0.812
 40800.000,100756.126,  -482.823,     0.995
 40800.000,101068.168,  -543.537,     0.875
 40800.000,114329.948,  -650.510,     0.925
 40800.000, 98025.759,  -641.837,     0.859
 40800.000, 88508.482,  -485.714,     0.871
 40800.000,111287.539,  -618.707,     0.817
 40800.000,112769.738,  -745.918,     0.571
 40800.000, 83203.770,  -367.177,     0.755
 40800.000, 88586.492,  -497.279,     0.616
 40800.000, 89834.660,  -575.340,     0.843
 40800.000, 76884.921,  -297.789,     0.505
 40800.000,103252.461,  -557.993,     0.664
 40800.000, 89600.628,  -462.585,     0.863
 40800.000, 90848.796,  -523.299,     0.763
 40800.000, 99273.927,  -465.476,     0.894
 40800.000, 95373.403,  -601.361,     0.923
 40800.000,112145.654,  -621.599,     0.759
 40800.000, 72126.283,  -303.571,     0.236
 40800.000, 99195.916,  -592.687,     0.937
 40800.000, 67601.675,  -263.095,     0.901
 40800.000,100990.157,  -549.320,     0.957
